event_idx,N,best_energy,mean_energy,std_energy,min_energy,build_time,solve_time,avg_time_per_run,is_feasible,violation_rate,solver,n_steps,n_runs,n_evals
21,14,42.94586907552987,42.94586907552987,0.0,42.94586907552987,5.507469177246094e-05,0.31863903999328613,0.03186390399932861,True,0.0,SA,10000,10,100000
22,14,59.4926844522864,60.36616145899113,0.8734770067047322,59.4926844522864,5.91278076171875e-05,0.3125319480895996,0.03125319480895996,True,0.0,SA,10000,10,100000
23,12,14.343168541564154,14.343168541564154,0.0,14.343168541564154,4.410743713378906e-05,0.3161129951477051,0.031611299514770506,True,0.0,SA,10000,10,100000
24,13,5.410743134275684,5.410743134275684,0.0,5.410743134275684,4.9114227294921875e-05,0.3857290744781494,0.03857290744781494,True,0.0,SA,10000,10,100000
25,14,57.58445734793848,57.58445734793848,0.0,57.58445734793848,5.888938903808594e-05,0.3311588764190674,0.03311588764190674,True,0.0,SA,10000,10,100000
26,13,1.0691097900227007,1.0691097900227007,0.0,1.0691097900227007,5.1021575927734375e-05,0.32047486305236816,0.032047486305236815,True,0.0,SA,10000,10,100000
27,15,10.385301794710482,10.385301794710482,0.0,10.385301794710482,6.389617919921875e-05,0.32030534744262695,0.03203053474426269,True,0.0,SA,10000,10,100000
28,14,15.697527641314373,15.697527641314371,1.7763568394002505e-15,15.697527641314373,5.698204040527344e-05,0.31960511207580566,0.03196051120758057,True,0.0,SA,10000,10,100000
29,13,21.75795441759868,21.75795441759868,0.0,21.75795441759868,4.935264587402344e-05,0.3103458881378174,0.03103458881378174,True,0.0,SA,10000,10,100000
30,12,20.569742616502907,20.569742616502907,0.0,20.569742616502907,4.506111145019531e-05,0.3135538101196289,0.03135538101196289,True,0.0,SA,10000,10,100000
31,14,4.982326592809558,4.982326592809558,0.0,4.982326592809558,5.507469177246094e-05,0.31110095977783203,0.031110095977783202,True,0.0,SA,10000,10,100000
32,14,41.44022079500507,41.44022079500507,0.0,41.44022079500507,5.602836608886719e-05,0.31770920753479004,0.031770920753479,True,0.0,SA,10000,10,100000
33,12,17.576567907066458,17.576567907066455,3.552713678800501e-15,17.576567907066458,4.267692565917969e-05,0.31026506423950195,0.031026506423950197,True,0.0,SA,10000,10,100000
34,14,48.35108171892149,48.35108171892149,0.0,48.35108171892149,5.7220458984375e-05,0.31483888626098633,0.03148388862609863,True,0.0,SA,10000,10,100000
35,13,28.781884499683006,28.78188449968301,3.552713678800501e-15,28.781884499683006,4.792213439941406e-05,0.31615710258483887,0.031615710258483885,True,0.0,SA,10000,10,100000
36,14,54.4736250699919,54.4736250699919,0.0,54.4736250699919,5.3882598876953125e-05,0.31156015396118164,0.031156015396118165,True,0.0,SA,10000,10,100000
37,14,42.4465710121833,42.94302145090769,1.4893513161731635,42.4465710121833,5.602836608886719e-05,0.3140280246734619,0.03140280246734619,True,0.0,SA,10000,10,100000
38,14,31.49747849187224,31.497478491872236,3.552713678800501e-15,31.49747849187224,6.031990051269531e-05,0.3103978633880615,0.031039786338806153,True,0.0,SA,10000,10,100000
39,12,18.80427440891763,18.804274408917628,3.552713678800501e-15,18.80427440891763,4.315376281738281e-05,0.315140962600708,0.031514096260070804,True,0.0,SA,10000,10,100000
40,14,14.098737088738616,14.098737088738616,0.0,14.098737088738616,5.5789947509765625e-05,0.3114778995513916,0.03114778995513916,True,0.0,SA,10000,10,100000
41,12,4.030170696673393,4.030170696673393,0.0,4.030170696673393,4.458427429199219e-05,0.31406736373901367,0.031406736373901366,True,0.0,SA,10000,10,100000
42,15,43.829432182686105,43.829432182686105,0.0,43.829432182686105,6.198883056640625e-05,0.3126487731933594,0.031264877319335936,True,0.0,SA,10000,10,100000
43,15,63.76291176246245,63.762911762462444,7.105427357601002e-15,63.76291176246245,6.413459777832031e-05,0.3236227035522461,0.03236227035522461,True,0.0,SA,10000,10,100000
44,13,19.606544229637876,19.606544229637876,0.0,19.606544229637876,4.792213439941406e-05,0.31699705123901367,0.03169970512390137,True,0.0,SA,10000,10,100000
45,14,45.21679506945008,45.21679506945008,0.0,45.21679506945008,5.698204040527344e-05,0.3122720718383789,0.03122720718383789,True,0.0,SA,10000,10,100000
46,13,6.700638450071192,6.700638450071193,8.881784197001252e-16,6.700638450071192,4.9114227294921875e-05,0.3164680004119873,0.03164680004119873,True,0.0,SA,10000,10,100000
47,14,8.980012863911476,8.980012863911474,1.7763568394002505e-15,8.980012863911476,5.817413330078125e-05,0.3105630874633789,0.031056308746337892,True,0.0,SA,10000,10,100000
48,15,30.961331627391445,30.961331627391452,7.105427357601002e-15,30.961331627391445,6.341934204101562e-05,0.31755495071411133,0.031755495071411136,True,0.0,SA,10000,10,100000
49,14,40.31753893267781,40.317538932677806,7.105427357601002e-15,40.31753893267781,5.507469177246094e-05,0.3153419494628906,0.03153419494628906,True,0.0,SA,10000,10,100000
